1119	New York City was grateful for the sacrifices the American Armed Forces did to save their city since they are able to enjoy another day due to their heroics.
112	The boy ran from the cop because he committed the crime.
1120	Cartman wanted Kenny to go to the same school as him because he enjoyed his company.
1121	Cartman wanted Kenny to go to the same school as him, but he refused.
1122	The Autobots fight with every ounce of strength against the Decepticons since they wish to keep the planet safe.
1123	The Autobots fight with every ounce of strength against the Decepticons, but they fight back just as hard.
1124	Bumblebee was sent home with Sam Witwicky to protect him since he needed to be protected from the Decepticons.
1125	Bumblebee was sent home with Sam Witwicky to protect him so he is on watch 7 days a week.
1126	President Obama rewarded Sam with a medal for his valorous acts because he saved the world at least twice.
1127	President Obama rewarded Sam with a medal for his valorous acts since he wanted the world to know his contribution to the world.
1128	NASA helped the Autobots to exile from the planet since they had a transport that could take them off the planet.
1129	NASA helped the Autobots to exile from the planet after they were told to leave.
113	The boy ran from the cop because he saw the crime.
1130	Tech Analysts have speculated that Amazon will be releasing a phone next year since they have made a contract with vendors for phone parts.
1131	Tech Analysts have speculated that Amazon will be releasing a phone next year, but they are only speculating at this point.
1132	Apple recently had to recall 1st generation IPods because they had a defect in their batteries.
1133	Apple recently had to recall 1st generation IPods, but they did so six years after it was initially released.
1134	The army organized their forces to sneak past the Decepticons in the city because they needed to use stealth to their advantage.
1135	The army organized their forces to sneak past the Decepticons in the city since they have the upper hand in a straight fight.
1136	Seagate recently announced to their investors that production will not go back to normal until the end of 2012 because they had their factories flooded last month.
1137	Seagate recently announced to their investors that production will not go back to normal until the end of 2012, so they may end up selling their stock.
1138	Skype has entered a partnership with Facebook, and they hope that this can help to promote their video calling.
1139	Skype has entered a partnership with Facebook, and they hope that more members join their social network.
114	The cap fell off the bottle because it was pressurized.
1140	Bioware recently announced a stress test to beta users this weekend since they need to see the performance of their servers.
1141	Bioware recently announced a stress test to beta users this weekend so they are eagerly awaiting to play the much anticipated game.
1142	U.S. Authors are fighting against Amazon&apos;s book lending program since they feel it violated their publishing rights.
1143	U.S. Authors are fighting against Amazon&apos;s book lending program because they allow users a free book every month.
1144	Chrome is finally set to pull ahead of Firefox in November because they have increased their popularity with internet users.
1145	Chrome is finally set to pull ahead of Firefox in November so they are trying hard to prevent their users from switching.
1146	The celebrities who agreed to go to the Marine Corp dance with their dates stayed true to their word, because they felt that this was the least they could do to thank the troops.
1147	The celebrities who agreed to go to the Marine Corp dance with their dates stayed true to their word, so they were extremely thankful that they took time out of their schedule to come.
1148	The US Health inspection board shut down several food factories since they were violating many rules and regulations.
1149	The US Health inspection board shut down several food factories, but they discovered that many rules and regulations were violated.
115	The cap fell off the bottle because it was untwisted.
1150	Amazon offers a generous credit program for college books since they can be resold again to other buyers.
1151	Amazon offers a generous credit program for college books because they want students to come back and use their credit for more purchases.
1152	Tiger Woods dropped Randy as his caddy because he was not satisfied with his work.
1153	Tiger Woods dropped Randy as his caddy, but he does not agree with his decision.
1154	The Dallas Cowboys lost their lead to the Redskins because they started to perform very poorly in the second half.
1155	The Dallas Cowboys lost their lead to the Redskins because they started to perform very well in the second half.
1156	The Disney characters at Disney World entertain the audience because they are there to keep people happy.
1157	The Disney characters at Disney World entertain the audience since they are paying good money to having an enjoyable experience.
1158	The Apes were determined to be contaminated by disease specialists, but they refused to admit their fault.
1159	The Apes were determined to be contaminated by disease specialists, so they were forced to be released in secured captivity.
116	The boy tried to address his friend, but he could not speak.
1160	Lorenze took his son to the hospital because he fell off his bike and hurt his leg.
1161	Lorenze took his son to the hospital since he was concerned for his health.
1162	Sheila made chicken noodle soup for her daughter since she knew it would help her get over her cold.
1163	Sheila made chicken noodle soup for her daughter, but she wanted cereal instead.
1164	Animal Control takes control of lost animals in the city so they will not pose any threats to the pedestrians.
1165	Animal Control takes control of lost animals in the city because they are hired by the city to perform these duties.
1166	Walmart is enforcing strict guidelines for customers this Black Friday because they do not want a recap of the disaster that occurred the previous year.
1167	Walmart is enforcing strict guidelines for customers this Black Friday, but they may not always follow them even if they are enforced.
1168	The zookeepers make sure to feed the chimps on a daily schedule so they can remain healthy and content.
1169	The zookeepers make sure to feed the chimps on a daily schedule because they are required to do so under animal cruelty regulations.
117	The boy tried to address his friend, but he could not hear.
1170	Chase will have a cyber monday sale for credit users since they want to entice users to continue using their cards.
1171	Chase will have a cyber monday sale for credit users, but they may not necessarily care about the sale.
1172	Caesar the ape found out the door code by watching Morris, so he was able to escape.
1173	Caesar the ape found out the door code by watching Morris, because he was careless when typing in the code.
1174	The security forces were not able to stop the mass of apes because they simply had them outnumbered.
1175	The security forces were not able to stop the mass of apes since they did not have the manpower to stop that many.
1176	The police tried to blockade the bridge to prevent the criminals from escaping, but they needed additional backup to be successful.
1177	The police tried to blockade the bridge to prevent the criminals from escaping because they needed to pass this route to gain freedom.
1178	Master Sifu passes wisdom on to Jack because he has much to teach him.
1179	Master Sifu passes wisdom on to Jack so he listens very intently to what he has to say.
118	A biker sped past an officer and he turned on his siren.
1180	The Chinese Empire banished the Wu Shu family from the kingdom because they committed atrocities that could not allow.
1181	The Chinese Empire banished the Wu Shu family from the kingdom since they tried to avoid conflict.
1182	Deal sites that monitor stores will be active during Thanksgiving weekend because they will be offering huge discount during this shopping weekend.
1183	Deal sites that monitor stores will be active during Thanksgiving weekend, but they do not necessarily guarantee you will get it first.
1184	The Magnificent Five will battle it out with Shen Yu&apos;s forces because they will need to end his rein of terror.
1185	The Magnificent Five will battle it out with Shen Yu&apos;s forces, but they may try and run away.
1186	Herman Cain has fallen in the polls while Mitt Romney has increased his foothold because he is garnering more popularity among potential voters.
1187	Herman Cain has fallen in the polls while Mitt Romney has increased his foothold, but he may have a comeback in the polls after the next debate.
1188	Jackie Chan is starting to become like Chuck Norris, because he is getting close to the age that he retired in his career.
1189	Jackie Chan is starting to become like Chuck Norris since he retired at the age he has now reached.
119	A biker sped past an officer and he got away.
1190	Some people proclaimed at the Ontario conventions that we need to colonize planets in the near future because they think we may face extinction if Aliens ever came for our resources.
1191	Some people proclaimed at the Ontario conventions that we need to colonize planets in the near future since they are places where people can voice these kinds of concerns among like minded people.
1192	Retail stores have been trying to pass an internet tax on online retailers for the past few years because they feel it would level the playing field.
1193	Retail stores have been trying to pass an internet tax on online retailers for the past few years, but they are adamant on fighting against this regulation they are trying to impose.
1194	Peacocks are considered very majestic birds by bird watchers because they are considered quite beautiful due to their vivid colors.
1195	Peacocks are considered very majestic birds by bird watchers, but they know it is just a perception of how they see things.
1196	The management always favor the employees who are always on time because they show dedication to their job.
1197	The management always favor the employees who are always on time, but they need to factor in other factors to determine their performance as well.
1198	Boyfriends always try to go out of their way to treat their girlfriends with respect because they are more inclined to stay with them when they are respected.
1199	Boyfriends always try to go out of their way to treat their girlfriends with respect, but they want to be treated with respect as well.
12	The man stole the neighbor&apos;s bike because he needed one.
120	The car hop brought the man his tray, but he forgot his french fries.
1200	Treasure hunters have to constantly fear running into bandits because they could be risking their lives if they encounter them.
1201	Treasure hunters have to constantly fear running into bandits, even though they are rarely out to get them.
1202	The pyramids are a maze which contains a great deal of treasure, but they are not always in each of them.
1203	The pyramids are a maze which contains a great deal of treasure, so they constantly attract treasure hunters exploring the depths.
1204	Ebay is often considered a great source by deal hunters to buy products, even though they often see misleading descriptions.
1205	Ebay is often considered a great source by deal hunters to buy products, even though they often contain misleading descriptions.
1206	Sharon was not able to share her supplies with Molly because she did not have enough to spare.
1207	Sharon was not able to share her supplies with Molly, even though she desperately needs supplies.
1208	Hunters excel in tracking animals because they can see the trail they leave in the forest.
1209	Hunters excel in tracking animals because they often leave some sort of mark when traveling through the forest.
121	The car hop brought the man his tray, but he was not in the car.
1210	Gun instructors provide the best tips and practices to keep their students safe from firearm usage since they have years of experience from handling guns in their lifetime.
1211	Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but they need to make sure they listen to these lessons to be safe.
1212	Medics have a tough job of trying to heal the wounded since they normally have to fix them in hostile environments.
1213	Medics have a tough job of trying to heal the wounded because they are normally hurt in dangerous scenarios.
1214	Several energy companies are under investigation by Congress because they bankrupted even with government bailout money.
1215	Several energy companies are under investigation by Congress since they need to find out if the money was mishandled.
1216	The waitress noticed that Rebecca&apos;s glass was empty, so she filled it.
1217	The waitress noticed that Rebecca&apos;s glass was empty, so she handed her the glass to fill it.
1218	John shot Jack, the elephant, in my pajamas, but he did not know how it got there.
1219	John shot Jack, the elephant, in my pajamas, but how he got there is still a mystery.
122	The environmentalists were angry at the corporation because they had ignored their proposal.
1220	The farmer proudly revealed his favorite chicken, because he laid a golden egg.
1221	The farmer proudly revealed his favorite chicken, because he won the prize money.
1222	John could not understand his waiter, because he was deaf.
1223	John could not understand his waiter, because he spoke Spanish.
1224	We gave the toys to the toddlers, because they wanted to play.
1225	We gave the toys to the toddlers, because they were unopened.
1226	Darth Vader said to Luke Skywalker, &quot;I am your father&quot;, because he was his father.
1227	Darth Vader said to Luke Skywalker, &quot;I am your father&quot;, because he was his son.
1228	Cathy let Joanna into her car, so she could take a test drive.
1229	Cathy let Joanna into her car, so she could sell the car.
123	The environmentalists were angry at the corporation because they saw them polluting the creek.
1230	The policeman finally caught the criminal, because he used pepper spray and handcuffs.
1231	The policeman finally caught the criminal, because he turned himself in.
1232	Chris was running after John, because he stole his watch.
1233	Chris was running after John, because he wanted to talk to him.
1234	The assembly line workers were told they had been fired by the company, because they had moved the jobs overseas.
1235	The assembly line workers were told they had been fired by the company, because they could cut costs.
1236	Ken has Adam&apos;s bike, because he gave it to him.
1237	Ken has Adam&apos;s bike, because he took it from him.
1238	Jack is an optimist, and Adam is a pessimist, then he looks at the cup half full.
1239	Jack is an optimist, and Adam is a pessimist, then he looks at the cup half empty.
124	The magician pulled a rabbit out of his hat.
1240	Amazon predicted that oldies fans would like the Queen, Led Zeppelin, Frank Sinatra, The Beatles, and the Dave Matthews Band, but they do not actually care for any of these bands.
1241	Amazon predicted that oldies fans would like the Queen, Led Zeppelin, Frank Sinatra, The Beatles, and the Dave Matthews Band, but they were totally inaccurate.
1242	A motorboat turns the propeller pushing the water backwards, thus it moves forward.
1243	A motorboat turns the propeller pushing the water backwards, thus the it propells the vehicle forward.
1244	Student A beat student B, because he studied.
1245	Student A beat student B, because he slacked off.
1246	Mary asked Jim not to annoy the crazy person, as he might attack him.
1247	Mary asked Jim not to annoy the crazy person, as he might be attacked.
1248	Jack pays more for the things Jim gets for nothing, because he was desperate.
1249	Jack pays more for the things Jim gets for nothing, because he had it available.
125	The magician pulled a rabbit out of his cage.
1250	A mathematical equation is more influential than politics, because it will stand forever.
1251	A mathematical equation is more influential than politics, because it concerns only the present.
1252	Policemen advocated the use of wire taps to track terrorists, because they could not catch them without those tools.
1253	Policemen advocated the use of wire taps to track terrorists, because they are hard to track.
1254	A policeman saw John Edwards commit the crime, so he was arrested.
1255	A policeman saw John Edwards commit the crime, so he apprehended the criminal.
1256	The hammer hit the bullet, so it shot.
1257	The hammer hit the bullet, so it stopped.
1258	A person is more productive on an IDE than a text editor, therefore it should be used in general practice.
1259	A person is more productive on an IDE than a text editor, therefore it should not be used in general practice.
126	Steve threw the bowling ball down the lane when it returned.
1260	Kenny attacked Ben, and then he attacked back.
1261	Kenny attacked Ben, and then he defended.
1262	Sam hates Martha Stewart, because she committed a crime.
1263	Sam hates Martha Stewart, because she felt that she was hypocritical.
1264	The plane shot the rocket at the target, then it hit the target.
1265	The plane shot the rocket at the target, then it blew up.
1266	MIT accepted the students, because they had good grades.
1267	MIT accepted the students, because they decided that they were the best.
1268	Obama beat John McCain, because he was the better candidate.
1269	Obama beat John McCain, because he failed to win the majority of the electoral votes.
127	Steve threw the bowling ball down the lane when it was clear.
1270	My brother put a Barbie that has metal parts in the microwave, so it melted.
1271	My brother put a Barbie that has metal parts in the microwave, so it does not work anymore.
1272	Jack the ripper killed John, but he was not caught yet.
1273	Jack killed John, but he was not the only victim.
1274	Charles Dickinson shot at Andrew Jackson, so he started reloading.
1275	Charles Dickinson shot at Andrew Jackson, so he retaliated likewise.
1276	Jim taught John rhetoric to become a lawyer, but he did not pay him.
1277	Jim taught John rhetoric to become a lawyer, but he did not get paid.
1278	Ann helped Kim with her cooking skills, because she was unable to make rice.
1279	Ann helped Kim with her cooking skills, because she felt sorry for her.
128	The hippo ate the food the trainer brought when he put it in the trough.
1280	Jim was staring at the guy with the snowboard, because he was doing tricks.
1281	Jim was staring at the guy with the snowboard, because he wanted to be like him.
1282	Kim offered mushrooms to Laura, because she had too many of them.
1283	Kim offered mushrooms to Laura, because she might like them.
1284	Sue visited Nadia for dinner because she invited her.
1285	Sue visited Nadia for dinner because she was free.
1286	When Sue went to Nadia&apos;s home for dinner, she served sukiyaki au gratin.
1287	When Sue went to Nadia&apos;s home for dinner, she ate sukiyaki au gratin.
1288	When Sue went to Nadia&apos;s home for dinner, she caught the wrong bus and arrived late.
1289	When Sue went to Nadia&apos;s home for dinner, she told the security guard to let her in.
129	The hippo ate the food the trainer brought when he was hungry.
1290	When Sue went to Nadia&apos;s home for dinner, she saw a big teddy bear.
1291	When Sue went to Nadia&apos;s home for dinner, she showed her a big teddy bear.
1292	The professor told John that he passed the exam.
1293	The professor told John that he passed him.
1294	Daryel told Ross that he was the ugliest person he knew of after examining himself disapprovingly in the mirror.
1295	Daryel told Ross that he was the ugliest person he knew of and made him angry.
1296	People like dogs because they look like them.
1297	People like dogs but they do not like cats.
1298	People raise dogs because they are obedient.
1299	People raise dogs because they are afraid of thieves.
13	The man stole the neighbor&apos;s bike because he had one extra.
130	When the preschoolers visited the senior citizens, they were surprisingly well behaved.
1300	Professors do a lot for students, but they are rarely respected.
1301	Professors do a lot for students, but they are rarely thankful.
1302	Professors give a lot of advice to students, because they are caring.
1303	Professors give a lot of advice to students, but they rarely care.
1304	Americans preferred Obama to McCain because he was younger.
1305	Americans preferred Obama to McCain because he was too old.
1306	Republicans preferred Romney to Perry because he said his supporters were heartless.
1307	Republicans preferred Romney to Perry because he would not think his supporters were heartless.
1308	Americans preferred Obama to McCain because he chose Joe Biden as his runing-mate.
1309	Americans preferred Obama to McCain because he chose Sarah Palin as his running-mate.
131	When the preschoolers visited the senior citizens, they were very hospitable.
1310	Obama had a meeting with Cantor, where he attempted to secure his support of the jobs bill.
1311	Obama had a meeting with Cantor, where he showed his disapproval of his jobs bill.
1312	The US president had a meeting with the Chinese president, where he told him to release political prisoners.
1313	The US president had a meeting with the Chinese president, where he told him not to interfere with China&apos;s internal policy.
1314	The Saudi government beheaded eight Bangladeshis because they killed the Egyptian guard.
1315	The Saudi government beheaded eight Bangladeshis because they wanted to adhere to Islamic laws.
1316	Bengali is morphologically richer than English, so its vocabulary is larger.
1317	Bengali is morphologically richer than English, so its vocabulary is smaller.
1318	There is more NLP work on English than on Bengali because it has rich linguistic resources.
1319	There is more NLP work on English than on Bengali because it has little linguistic resources.
132	The junior football team likes the Dallas Cowboys because they are an inspiration.
1320	There is currently more work on coreference resolution than on chunking because it is a problem that is nearly solved.
1321	There is currently more work on coreference resolution than on chunking because it is a problem that is still far from being solved.
1322	The sniper shot the terrorist because he was a bad guy.
1323	The sniper shot the terrorist because he had orders.
1324	The chimpanzee could not use Linux because it was an animal.
1325	The chimpanzee could not use Linux because it uses different commands than Windows.
1326	Bill punched Bob in the face because he was being rude to Mary.
1327	Bill punched Bob in the face because he wanted to protect Mary.
1328	Carl borrowed a book from Richard, but the book was never returned to him.
1329	Carl borrowed a book from Richard, but the book was unreadable to him.
133	The junior football team likes the Dallas Cowboys because they get to watch quality football.
1330	Bill likes to play with Bob because he loves playing.
1331	Bill likes to play with Bob but he did not want to.
1332	The salesperson told Dave that this would be the best car he ever bought.
1333	The salesperson told Dave that this would be the best car he ever sold.
1334	The student wanted to ask the professor for help but decided not to because he was too scared.
1335	The student wanted to ask the professor for help but decided not to because he was too intimidating.
1336	The student couldn&apos;t understand the teacher because he had an accent.
1337	The student couldn&apos;t understand the teacher because he wasn&apos;t paying attention.
1338	The campers turned on their flashlights because it was dark without them.
1339	The campers turned on their flashlights because the darkness scared them.
134	Jimbo eats more than Bobbert because he is on a diet.
1340	Francis stopped and looked at the penguin because he was intrigued.
1341	Francis stopped and looked at the penguin because he was cute.
1342	The off-campus apartments were preferred to the on-campus apartments because they were cheaper.
1343	The off-campus apartments were preferred to the on-campus apartments because they were more expensive.
1344	The general fired his pistol at the monster so he could be a distraction.
1345	The general fired his pistol at the monster so he turned and looked.
1346	Liverpool lost to Manchester United because they had been mismanaged all season.
1347	Liverpool lost to Manchester United because they were a superior team.
1348	Rice beat Texas, even though they were a smaller school.
1349	Rice beat Texas, even though they were the best team in the nation.
135	Jimbo eats more than Bobbert because he is not on a diet.
1350	The state executes prisoners because they want justice.
1351	The state executes prisoners because they were convicted of heinous crimes.
1352	Jason built Rocky a robot, and he gave it to him.
1353	Jason built Rocky a robot, so he had more free time.
1354	My heart pumps blood because it is liquid.
1355	My heart pumps blood because it is a muscle.
1356	Joe smells better than Adam since he showers regularly.
1357	Joe smells better than Adam since he hardly ever showers.
1358	The pen is mightier than the sword because it can only stab things.
1359	The pen is mightier than the sword because it can be used to write world-changing documents.
136	The cougar tried to befriend the rabbit because it had a bad reputation as an evil predator.
1360	The cats attacked the humans because they were feral.
1361	The cats attacked the humans because they smelled like fish.
